indice product_name packaging additives_fr nutrition-score-fr_100g
361 Super-Moist-German-Chocolate-Cake-Mix # E375-Acidenicotinique,E101-Riboflavine,E341i,E541-Phosphated'aluminiumetdesodium,E570-Acidestéarique,E341ii,E415-Gommexanthane,E466-Carboxyméthylcellulose 21
362 Party-Rainbow-Chip-cake-mix Card,Box E375-Acidenicotinique,E101-Riboflavine,E541-Phosphated'aluminiumetdesodium,E341i,E570-Acidestéarique,E341ii,E481-Stéaroyl-2-lactylatedesodium,E415-Gommexanthane,E466-Carboxyméthylcellulose,E102-Tartrazine,E110-JauneorangéS,E129-RougealluraAC,E133-BleubrillantFCF 20
363 100%-Mashed-Potatoes- # E450-Selsmétalliquesdediphosphates -5
364 Traditional-Chex-Mix # # #
365 Cinnamon-toast-crunch # # #
366 Crunchy-granola-bars-peanut-butter # # #
367 Gluten-free-chex-granola-mix # # #
368 Count-Chocula-(family-size) Card # 11
369 Cheerios # # #
370 Complete-pancake-mix-original Carton # #
371 Chocolate-Chip-Muffin-&-Quick-Bread-Mix Box E375-Acidenicotinique,E101-Riboflavine,E322-Lécithines,E341i,E541-Phosphated'aluminiumetdesodium,E415-Gommexanthane,E466-Carboxyméthylcellulose 19
372 Soft-Baked-Oatmeal-Squares-Cinnamon-Brown-Sugar wrap-plastic,carton-card E422-Glycérol,E322-Lécithines,E414-Gommed'acacia 11
373 Peanut-butter-dark-chocolate # # #
374 Chocolate-toast-cruch carton # #
375 lucky-charms- # # #
376 Honey-Nut-Cheerios box E340iii-Phosphatetripotassique,E307a-Tocophérol,E170-Carbonatedecalcium,E101-Riboflavine 12
377 Spongebob-Squarepants-Fruity-Splash box E339iii-Phosphatedesodiumtribasique,E170-Carbonatedecalcium,E341iii-Phosphatedetricalcium,E301-Ascorbatedesodium,E101-Riboflavine 9
378 Cheerios Box E340iii-Phosphatetripotassique,E307a-Tocophérol,E170-Carbonatedecalcium 0
379 Honey-Nut-Chex Box # #
380 Chocolate-Chex box # 13
381 Rice-Chex # E307a-Tocophérol,E170-Carbonatedecalcium,E101-Riboflavine 9
382 Pecan-Crunch # # #
383 Chex-Mix-Muddy-Buddies # # #
384 Protein-Chewy-Bar-Peanut-Bar-Dark-Chocolate # # 15
385 Protein-Chewy-Bar-(Peanut,-Almond-&-Dark-Chocolate) # # #
386 Fiber-One-Lemon-Bar # E330-Acidecitrique,E322-Lécithines,E422-Glycérol,E541-Phosphated'aluminiumetdesodium,E296-Acidemalique,E415-Gommexanthane,E410-Farinedegrainesdecaroube,E307-Alphatocophérol 14
387 Supreme-Frosted-Brownie-Mix # E435-Monostéaratedepolyoxyéthylènesorbitane,E481-Stéaroyl-2-lactylatedesodium,E330-Acidecitrique,E450-Selsmétalliquesdediphosphates,E375-Acidenicotinique,E101-Riboflavine 12
388 Fe # # #
389 Blunt # # #
390 Bronsugar # # #
391 Very-Green-100%-Juice-Smoothie # # #
392 All-Natural-Pure-Cane-Sugar bag # #
393 pimento-stuffed-olives-with-garlic-and-parsley # # #
394 lemon-and-coriander-Manzanilla-olives # # #
395 British-turkey-mini-breast-fillets # # #
396 Lychee-au-sirop Conserve E330-Acidecitrique #
397 Lait-de-coco Conserve E435-Monostéaratedepolyoxyéthylènesorbitane #
398 Extrait-de-noix-de-coco Canned E435-Monostéaratedepolyoxyéthylènesorbitane 12
399 Foco-basil-seed-drink Canette E330-Acidecitrique 18
400 Lait-de-coco Conserve E435-Monostéaratedepolyoxyéthylènesorbitane #
401 préparation-à-base-de-lait-de-coco # E435-Monostéaratedepolyoxyéthylènesorbitane #
402 Lait-de-coco conserve,métal E435-Monostéaratedepolyoxyéthylènesorbitane 12
403 Boisson-à-base-de-jus-de-mangue canette E330-Acidecitrique #
404 Boisson-à-base-de-lychee- # # #
405 Guava-drink Boîtealu,canette E330-Acidecitrique #
406 Extrait-de-feuilles-de-Yanang Conserve # #
407 Coconut-Juice # # #
408 lychee-drink # # #
409 coconut-juice # # #
410 Roasted-coconut-juice # # #
411 Soursop-Juice # E330-Acidecitrique,E466-Carboxyméthylcellulose,E300-Acideascorbique #
412 Nata-de-coco-au-jus-de-mangue Bocal E260-Acideacétique,E330-Acidecitrique,E300-Acideascorbique #
413 Pate-de-curry-vert # # 10
414 Sriracha-Hot-Chilli-Sauce- # # #
415 sriracha-chili-sauce # E202-Sorbatedepotassium,E415-Gommexanthane #
416 Coconut-water # # #
417 milk-chocolate-rich-tea-biscuits plastic E170-Carbonatedecalcium,E375-Acidenicotinique,E322-Lécithines,E503ii,E500ii-Hydrogénocarbonatedesodium,E450i-Pyrophosphatedesodiumacide,E223-Disulfitedesodium 22
418 Premium-Ground-Bison Plastic # 0
419 Scottish-style-smoked-salmon-nova-lox # # 12
420 Flintstones-complete # # #
421 Sparkling-mountain-spring-water # # #
422 6-free-range-British-mixed-size-eggs-Omega-3-enriched eggbox # -1
423 st-clement's-and-lime-juice # # #
424 panna-cotta-dessert-mix carton-card,film-plastic E407-Carraghénanes,E450iii-Tetra-sodiumpyrophosphate,E331-Citratesdesodium,E160aiv-Carotènesd'algues 16
425 Orange-&-Cranberry-Pudding plastic,bowl E330-Acidecitrique,E440-Pectines,E331-Citratesdesodium,E170-Carbonatedecalcium,E375-Acidenicotinique,E471-Mono-etdiglycéridesd'acidesgrasalimentaires,E472e-EsterMonoacéthyltartriquedemono-etdiglycéridesd'acidesgras,E300-Acideascorbique 11
426 Italian-style-babyleaf-salad Plasticfilm # 0
427 Beurre-gastronomique-doux Aluminium # #
428 Tripes-mode-de-Caen-Bigard # # #
429 Tomates-bio pièce # #
430 Cucumbers-in-Brine can-metal E260-Acideacétique,E509-Chloruredecalcium #
431 Welsh-Slate-Cavern-Aged-Cheddar Film,Plastic # 17
432 Norwegian-Jarlsberg # # #
433 Lifeway-smoothie card # #
434 Original-Beef-Stick # # #
435 asparagus-spears film-plastic # -6
436 Semi-skimmed-British-milk Plastic,Bottle # 0
437 Jasmine-Rice # # #
438 cut-mixed-peel pot-plastic,lid-plastic E330-Acidecitrique,E220-Anhydridesulfureux 9
439 Ground-Almonds Bag-plastic # 6
440 Ground-almonds plastic,bag # 6
441 Green-chilies-mild # # #
442 soda-water bottle-plstic,cap-plastic,label-plastic E500ii-Hydrogénocarbonatedesodium 0
443 desiccated-coconut bag-plastic E220-Anhydridesulfureux 5
444 Uncured-diced-pancetta # # #
445 papua-new-guinea-ground-coffee # # #
446 Fast-action-dry-yeast # E516-Sulfatedecalcium,E491-Monostéaratedesorbitane,E300-Acideascorbique,E1100-Amylases #
447 Chocolate-chip-cookies # # #
448 Canada-Dry plasticbottle E330-Acidecitrique,E211-Benzoatedesodium,E150a-CaramelE150a #
449 fair-trade-with-granulated-sugar # # #
450 Fairtrade-white-caster-sugar bag-mixedmaterial # 15
451 Frosted-Shredded-Wheats Box E428-Gélatine,E101-Riboflavine,E341iii-Phosphatedetricalcium -2
452 British-White-Caster-Sugar Paper,Bag # 15
453 British-Icing-Sugar Bag-mixedmaterial E341iii-Phosphatedetricalcium 15
454 Sainsbury's-Corn-Flakes-750g Box # #
455 rock-salt # # #
456 Whole-British-Milk plastic,bottle # 0
457 Michelob-ULTRA # # #
458 Sept-céréales-avec-quinoa- # # #
459 Kashi-GoLean-Crunch-Honey-Almond-Flax # # #
460 Go-Lean-Cereals Boîte,carton,Plastique E170-Carbonatedecalcium -4
461 British-venison-burger # # #
462 All-One-Hemp-Rose-Pure-Castile-Soap-made-with-organic-oils # # #
463 clementine-juice # # #
464 granulated-pure-sugar # # #
465 Great-Northern-Beans Canned # -4
466 Whipped-Cream-Cheese-Spread Tub E412-Gommedeguar,E235-Natamycine 18
467 Low-Fat-Chocolate-Milk # E407-Carraghénanes 0
468 Shredded-Mild-Cheddar-Cheese Bag E460ii,E235-Natamycine 16
469 grated-parmesan-cheese # # 0
470 Macaroni-N'-Cheese box E375-Acidenicotinique,E101-Riboflavine,E330-Acidecitrique,E339ii-Monophosphatedisodique,E102-Tartrazine,E110-JauneorangéS 9
471 Original-Syrup Bottle E466-Carboxyméthylcellulose,E150a-CaramelE150a,E200-Acidesorbique #
472 Lifesavers-Mints-Wint-O-Green plastic E570-Acidestéarique 0
473 Boisson-a-base-de-jus-de-lychee Canette E330-Acidecitrique,E466-Carboxyméthylcellulose,E452-Polyphosphates #
474 Shortbread-cookie # E375-Acidenicotinique,E101-Riboflavine,E322-Lécithines 0
475 American-spoon # # #
476 4-stonebread-garlic-breads # E300-Acideascorbique 15
477 Butterscotch-scottie-dogs # # #
478 Zinfandel-Trinity-County-2009 # # #
479 Multigrain-Toaster-Waffles box E375-Acidenicotinique,E101-Riboflavine,E450-Selsmétalliquesdediphosphates,E500ii-Hydrogénocarbonatedesodium,E341i,E322-Lécithines 2
480 Steam-Crisp-Extra-Sweet-Niblets metalcan # -6
481 Sardines-in-soybean-oil metalcan # #
482 Sardines-in-soybean-oil-with-hot-green-chilies metalcan E509-Chloruredecalcium,E211-Benzoatedesodium #
483 Fish-Steaks-bite-size-herrings-in-soybean-oil metalcan # #
484 Sardines-in-Water metalcan # #
485 Spoonettes # # #
486 creamy-smooth # # #
487 Girl-Scout-Cookies-Thin-Mints # E375-Acidenicotinique,E101-Riboflavine,E150a-CaramelE150a,E322-Lécithines #
488 Boneless-Scottish-salmon-fillet # # #
489 Marinara Jar,Glass E330-Acidecitrique 1
490 Virgin-Lemonade # # #
491 Hand-Cooked-Potato-Chips Sachet,Plastique E330-Acidecitrique 13
492 Hand-Cooked-Potato-Chips-Mature-Cheddar-&-Caramelized-Onion papier,sac E508-Chloruredepotassium,E551-Dioxydedesilicium,E330-Acidecitrique,E160c-Extraitdepaprika 8
493 Sea-salt-and-vinegar-kettle-cooked-potato-chips # # #
494 Blueberries # # #
495 sauce-de-soja-claire Bouteille # #
496 Dutch-Chocolate-Ice-Cream Box E466-Carboxyméthylcellulose,E407-Carraghénanes 10
497 Philadelphia-cream-chees # # #
498 Balsamic-vinaigrette-dressing Plastic # 15
499 Macaroni-&-cheese-dinner---original Foam,Cup E471-Mono-etdiglycéridesd'acidesgrasalimentaires,E375-Acidenicotinique,E101-Riboflavine,E452vi-Tripolyphosphatedesodiumetdepotassium,E330-Acidecitrique,E339iii-Phosphatedesodiumtribasique,E270-Acidelactique,E341-Phosphatedecalciumd'hydrogène,E412-Gommedeguar,E621-Glutamatemonosodique,E102-Tartrazine,E110-JauneorangéS,E508-Chloruredepotassium,E160e-Apocaroténal8' 14
500 Kraft-Mayo-with-Olive-Oil # # #
501 Real-Mayo plasticjar E385-Éthylènediaminetétra-acétatedecalciumdisodium 23
502 Miracle-Whip-Dressing-Original plasticjar # 14
503 Real-Mayo # # 23
504 Mayo # E385-Éthylènediaminetétra-acétatedecalciumdisodium 23
505 Macaroni-&-cheese-dinner---minions Foam,Cup E375-Acidenicotinique,E101-Riboflavine,E452vi-Tripolyphosphatedesodiumetdepotassium,E330-Acidecitrique,E339iii-Phosphatedesodiumtribasique,E270-Acidelactique,E341-Phosphatedecalciumd'hydrogène,E412-Gommedeguar,E621-Glutamatemonosodique,E102-Tartrazine,E110-JauneorangéS,E508-Chloruredepotassium,E160e-Apocaroténal8' 15
506 sassy-sweet-tomato # # #
507 Slow-simmered-Spicy-Honey-Barbecue-sauce Bottle # 20
508 Slow-simmered-Thick-&-Spicy-Barbecue-Sauce Bottle # 20
509 Slow-simmered-Sweet-Honey-Barbecue-Sauce Bottle # 19
510 Macaroni-&-cheese-dinner---star-wars Foam,Cup E375-Acidenicotinique,E101-Riboflavine,E452vi-Tripolyphosphatedesodiumetdepotassium,E330-Acidecitrique,E339iii-Phosphatedesodiumtribasique,E270-Acidelactique,E341-Phosphatedecalciumd'hydrogène,E412-Gommedeguar,E621-Glutamatemonosodique,E102-Tartrazine,E110-JauneorangéS,E508-Chloruredepotassium,E160e-Apocaroténal8' 15
511 Velveeta-Bold,-Chipotle-Shells-&-Cheese box # #
512 Snack-Pack-Pudding-Vanilla plasticpot E170-Carbonatedecalcium,E481-Stéaroyl-2-lactylatedesodium,E339ii-Monophosphatedisodique,E102-Tartrazine,E110-JauneorangéS 4
513 Kraft-singles packaging # #
514 Singles-White-American # E331-Citratesdesodium,E341-Phosphatedecalciumd'hydrogène,E270-Acidelactique,E235-Natamycine 25
515 Thousand-Island-Dressing-Fat-Free Plastic # 11
516 Buttermilk-Ranch-Dressing Plastic # 20
517 Classic-ranch-dressing # # 18
518 Classic-Catalina-Dressing Plastic # 21
519 Thousand-Island-Dressing Plastic # 22
520 Peppercorn-Ranch-Dressing Plastic # 18
521 Kraft-Macaroni-&-Cheese-Dinner-three-cheese Box E375-Acidenicotinique,E101-Riboflavine,E452vi-Tripolyphosphatedesodiumetdepotassium,E470-Selsdesodium/potassium/calciumd'acidesgras,E330-Acidecitrique,E466-Carboxyméthylcellulose,E270-Acidelactique,E341-Phosphatedecalciumd'hydrogène,E102-Tartrazine,E110-JauneorangéS 3
522 Macaroni-&-cheese # # 15
523 Velveeta-Shells-&-Cheese Box # #
524 Macaroni-&-Cheese-Dinner box # 14
525 Macaroni-&-cheese Box # #
526 Zesty-Italian-Dressing-Lite Plastic # 11
527 Glico-pejoy-牛奶味注心饼干 # # #
528 True-Whey plastic,jar # #
529 Tomato-Ketchup plasticbottle # 16
530 Dark-chocolate-78%-Cacao card # 15
531 Dark-chocolate-85%-Cacao card # 13
532 Cobb-Salad-with-chicken # # #
533 1%-lowfat-milk Plasticjug # 0
534 Lucerne-half-and-half # # #
535 refreshe-drinking-water plasticbottle # #
536 Greek-Nonfat-Yogurt plasticpot # -4
537 ketchup- # # #
538 Cooked-Ham plastic E339-Orthophosphatesdesodium,E316-Erythorbatedesodium,E250-Nitritedesodium 3
539 refreshe-cola plasticbottle E150a-CaramelE150a,E338-Acideorthophosphorique #
540 Lime-Seltzer can # #
541 White-Grapefruit-Juice # # #
542 Safeway-apple-juice Bottle E300-Acideascorbique -10
543 Vegetable-juice bottle E300-Acideascorbique,E330-Acidecitrique -10
544 Ginger-trail-mix # # #
545 Original-Barbecue-Sauce plasticbottle # 19
546 Alfredo-Pasta-Sauce glassjar # #
547 Tomato-Basil-Traditional-Pasta-Sauce glassjar # 2
548 Mini-penne carton # #
549 Balsamic-garlic # # 22
550 Corn-Oil plasticbottle # 10
551 Mudslinger-Brown-Ale # # #
552 Cinnamon-sugar Plastic # 15
553 Clover-honey bottle # #
554 Lemon-&-Ginger-Chicken-Curry # # -3
555 Hickory-Farms®-Our-Signature-Beef-Summer-Sausage-Natural-Hickory-Smoke-Flavor-Added-Made-with-Premium-Beef,-Semi-Dry Plastic,Shrinkwrap E316-Erythorbatedesodium,E251-Nitratedesodium #
556 Hickory-Farms®-Farmhouse-Receipe™Summer-Sausage-Hardwood-Smoked-Semi-Dry Plastic,Srinkwrap E316-Erythorbatedesodium,E251-Nitratedesodium #
557 Cinnamon-Schoolbook-Cookies Plastic E375-Acidenicotinique,E101-Riboflavine,E500ii-Hydrogénocarbonatedesodium 14
558 Sauce-de-Poisson bouteille,plastique # #
559 Whole-wheat-pita-bread # # #
560 Harvest-Berry(organic)---chewy-granola-bar # # #
561 Peanut-butter-bliss # # #
562 Chocolate-Chip-Cookie-Dough # # 14
563 Original-Sweet-Potato-Chips Plastic,Bag # 9
564 Starburst-Original box E330-Acidecitrique,E1400-Dextrines,E428-Gélatine,E300-Acideascorbique,E129-RougealluraAC,E102-Tartrazine,E110-JauneorangéS,E133-BleubrillantFCF 21
565 Wild-Berry-Skittles # # 18
566 Altoids:-Peppermint Tin E414-Gommed'acacia,E428-Gélatine 0
567 Cinnamon-Candy # # #
568 Altoids # # #
569 British-beef-ribeye-steak plastictray,plasticfilm # 2
570 Steviabella # # #
571 Crème-de-marrons-de-l'Ardèche conserve # #
572 Crème-de-Marrons-de-l'Ardèche conserve # 11
573 Crème-de-marrons-de-l'Ardèche Tube,Métal,Etui,Carton # 11
574 crème-de-marron-de-l'ardèche-vanillée # # #
575 Crème-de-marrons-de-l\'Ardèche Tubealuminium,tubealuminium # #
576 Crème-de-marrons Métal,Conserve # #
577 Crème-de-marrons # # #
578 Crème-de-marrons Pots,Carton # #
579 Crème-de-marrons-de-l'Ardèche Bocal,Verre # #
580 Crème-de-marrons-de-l'Ardèche Tube,Aluminium # #
581 Purée-de-marrons Conserve # #
582 Cheese-Puffs Plastic,Bag E101-Riboflavine,E375-Acidenicotinique,E102-Tartrazine,E110-JauneorangéS,E621-Glutamatemonosodique,E270-Acidelactique,E339ii-Monophosphatedisodique,E100-Curcumine,E330-Acidecitrique 0
583 2%-Reduced-Fat-Milk Jug # 0
584 Organic-Mayonnaise glass,jar # #
585 Virgin-coconut-oil Glass,Jar # 15
586 Water # # #
587 Cheesy-Pizza Plastic # 0
588 Grifone bottle # #
589 Lait-soja-vanille-bio # # #
590 Original-Style-Saltines-Crackers box E375-Acidenicotinique,E101-Riboflavine,E514-Sulfatesdesodium 15
591 Blueberries Plastic # #
592 Clover-Honey # # #
593 Fun-mugiera # # #
594 Multi-Seed-Bloomer-Slides # # -3
595 Sesame-street-crackers packaging # #
596 Ananas-en-morceaux-au-jus Conserve,conserve # -3
597 Ananas-Scheiben-gezuckert Dose # #
598 Poires-demi-fruits-au-sirop-léger Conserve E330-Acidecitrique #
599 Piña-en-su-zumo-&quot;Del-Monte&quot; Lata # -4
600 Ananas-tranches ,produit # #
601 Zarter-Junger-Mais---Del-Monte dose # #
602 Cocktail-de-fruits Conserve,Boite,Métal E127-Érythrosine,E330-Acidecitrique #
603 Whole-Kernel-Corn metalcan # -6
604 Purée-Tradition-Bio Bouteille,Verre E330-Acidecitrique -1
605 Tomates-jaunes-entières-pelées-au-jus Conserve E330-Acidecitrique -6
606 Purée-Tradition-aux-oignons-crus Bouteille,Verre E330-Acidecitrique #
607 Fruit-Cocktail-in-juice # E127-Érythrosine,E330-Acidecitrique #
608 Pear-Halves-in-Juice metal,can E330-Acidecitrique -4
609 Piña-en-rodajas-en-zumo Lata,Soportedecartón # #
610 Tranches-d'Ananas-au-jus-d'Ananas Conserve # -3
611 Lima-Beans Canned # #
612 Sweet-Peas canned # -5
613 Tomates-pelées-au-jus---BIO Conserve,Boîteenmétal E330-Acidecitrique -6
614 Pulpe-de-tomates-bio conserves E330-Acidecitrique -6
615 Mangues-en-tranches boitemétal # #
616 Beef-broth Canned # 3
617 Rigatoni- # # #
618 Fusilli-no.34 cardcarton E375-Acidenicotinique,E585-Lactateferreux,E101-Riboflavine -6
619 Acini-di-Pepe-no.-78 # E375-Acidenicotinique,E585-Lactateferreux,E101-Riboflavine -6
620 Cheez-It Bag E375-Acidenicotinique,E101-Riboflavine,E322-Lécithines 14
621 Sweet-Chili-Sauce Glass,Bottle E415-Gommexanthane #
622 Peanut-Butter-Chip-Chewy-Granola-Bars # # 21
623 Oatmeal-Creme-Pies # # #
624 Marshmallow-Pies # # 23
625 Nutty-Bars Card # 24
626 Swiss-Rolls Card # 24
627 Pecan-Spinwheels # # 10
628 Mini-Powdered-Donuts Bag E375-Acidenicotinique,E101-Riboflavine,E450-Selsmétalliquesdediphosphates,E541-Phosphated'aluminiumetdesodium,E171-Oxydedetitane,E322-Lécithines,E422-Glycérol,E282-Propionatedecalcium,E416-Gommekaraya,E330-Acidecitrique,E1400-Dextrines 25
629 Bat-Brownies # E375-Acidenicotinique,E101-Riboflavine,E322-Lécithines,E541-Phosphated'aluminiumetdesodium,E150a-CaramelE150a,E129-RougealluraAC,E330-Acidecitrique,E200-Acidesorbique 19
630 Scottish-Highland-Blend # # #
631 Promo-chopped-tomatoes- # # #
632 Natrel-LilMilk card # #
633 Sea-Salt-Corn-Chips # # #
634 Sriracha-Hot-Chili-Sauce plasticbottle E201-Sorbatedesodium,E222-Bisulfitedesodium 0
635 Fresh-Creamy-Goat's-Cheese Plastic # 13
636 Lite-Salt-Mixture # E508-Chloruredepotassium,E552-Silicatedecalcium,E504-Carbonatesdemagnésium #
637 Coarse-Kosher-Salt Card,Carton E535-Ferrocyanuredesodium #
638 6-scotch-pancakes # # 13
639 Simply-Orange # # #
640 100%-Apple-Juice # # #
641 100%-Orange-Juice # E300-Acideascorbique #
642 Basil film-plastic # #
643 Coconut-milk,-vanilla # E412-Gommedeguar,E170-Carbonatedecalcium 2
644 Very-vanilla-Soymilk carton E407-Carraghénanes 0
645 Vanilla-Silk Carton E418-Gommegellane,E500ii-Hydrogénocarbonatedesodium -2
646 Chocolate-Silk Carton E418-Gommegellane,E500ii-Hydrogénocarbonatedesodium -1
647 Soil-milk # # #
648 Applegate-chicken-breast packaging # #
649 The-Great-Organic-Uncured-Beef-Hot-Dog # # #
650 Roasted-Turkey-Breast # # #
651 Uncured-Organic-Genoa-Salami Plastic # 24
652 Turkey-breast # # #
653 Applegate-cheddar-cheese # # #
654 Baked-pita-chips,-whole-wheat # # #
655 Folgers-House-Blend # # #
656 Folgers-Simply-Smooth-Decaf-(medium) # # #
657 Strawberry-Krimpets Card # 22
658 Mr-Brown-Iced-Coffee Canned E473-Sucroester,E322-Lécithines 12
659 Mr-Brown-Iced-Coffee-Blue-Mountain-Blend Canned E473-Sucroester,E322-Lécithines 7
660 Madagascar-Bourbon-Vanilla-Bean-Paste Glass,Bottle E413-Gommededragon #
661 Vanilla-Extract Glass,Bottle # #
662 Orange-Blossom-Water Bottle,glass # #
663 Rose-Water bottle-glass # #
664 Smart-Ones-Pepperoni-Pizza-Minis Box # #
665 Buttermilk-Pancake Carton E375-Acidenicotinique,E101-Riboflavine,E300-Acideascorbique,E500ii-Hydrogénocarbonatedesodium,E341-Phosphatedecalciumd'hydrogène,E341i 9
666 slim-jim # # 24
667 slim-jims # # #
668 giant-red-hot-pickled-sausage # # #
669 Pain-Soft-White-Farmhouse Plastique # -2
670 Darigold-half-and-half carton # 0
671 Cottage-Cheese # # #
672 Tropik-splash # # #
673 Blue-Bonnet # E322-Lécithines,E211-Benzoatedesodium,E201-Sorbatedesodium,E330-Acidecitrique,E160a-Bêta-carotène 24
674 Diced-tomatoes,-basil,-garlic-&-oregano Canned # -5
675 Crushed-tomatoes Canned # -7
676 Snack-Pack-Tapioca-Pudding- PlasticCup # 5
677 Original-Gourmet-Popping-Corn # # #
678 Light-Butter-Popping-Corn cardbox,plasticbags # 11
679 Fusilli # # #
680 Popping-&-topping-buttery-flavored-popping-oil # # #
681 Guers-diet-tea # # #
682 Country-Crock-Calcium-Plus-Vitamin-D,-39%-Vegetable-Oil-Spread plasticpot # 21
683 Country-Crock-Original-53%-Vegetable-Oil-Spread- plasticpot # 23
684 Country-Crock # # #
685 Cinnamon-Schoolbook-Cookies # # #
686 Kirkland-Drinking-Water # # #
687 Southern-Fried-Chicken-Tenders packets # #
688 Balisto # # #
689 Butterfinger # # #
690 Butterfinger-Bites box # 22
691 Buncha-Crunch box # 24
692 Chocolate-Abuelita- # # #
693 Toll-House-Cocoa Plastic # #
694 Nesquik # # 14
695 Taster's-Choice-100%-Colombian Plastic,Stick,Card,Box # #
696 Nestea-sweet-iced-tea-Lemon # # #
697 nesquik-Strawberry-artificial-flavor # # #
698 Nesquik-Drink-Powder---Chocolate # # 0
699 Juicy-Juice-Apple # # #
700 Strawberries # # #
701 Cherry-Tomatoes-by-Sainsburys Bag # #
702 apple-juice # # #
703 Santitas-Tortilla-Chips # # #
704 Cheetos-puffs---Flamin'-Hot # # #
705 Sunflower-seeds # # #
706 Fruit-tea-sampler- # # #
707 Stax-barbecue # # #
708 Salsa-con-queso-medium Jar # 8
709 Simply-Ruffles # # #
710 Simply-Natural-Blue-Corn-Tortilla-Chips Plastic,Bag # 1
711 Tortilla-Chips---White-Corn-Restaurant-Style bag # #
712 Kettle-Cooked-Sea-Salt-&-Cracked-Pepper # # 10
713 smooth-&-cheesy-Dip # # #
714 Doritos-Nacho-Cheese bag,smallbag # 0
715 Doritos-Cool-Ranch smallbag,bag # 11
716 Chips Sac # 0
717 Tostitos-Cantina-Roasted-Garlic-Thick-&-Chunky-Salsa Glass,Jar # 1
718 Lay's-Classic plasticbag # 17
719 Wavy-original Plastic,Bag # 13
720 Lays-Classic- # # #
721 Baked-Cheetos # # 12
722 chesters-popcorn # # #
723 Nacho-Cheese-flavored-(party-size!) Plastic,Bag # 12
724 Spinach-&-Chive-Linguine-Pasta plastic # -6
725 Apple-Juice plasticbottle # #
726 planters-nut-rition # # #
727 Lightly-Salted-Cachews # # 12
728 Planters-Nut-Rition-Energy-Mix-Banana-Granola-Nut-Peanut-Butter # # #
729 Cocoa-Almonds---Dark-Chocolate-Flavor # # #
730 sour-power # # #
731 Crispy-oat-chocolate # # #
732 Pistachios plastic # 18
733 Macaroni-Elbows-No.-35 Plastic,Bag # -4
734 Large-Round-Cheese-Ravioli- # # #
735 Mashed-Potatoes # # #
736 Idahoan-roasted-garlic-and-parmesan-mashed-potatoes Bag # 14
737 emily's-dark-chocolate-covered-blueberries Bag # 8
738 Gaufrettes-fines Carton # 23
739 Rich-&-Creamy-Forbidden-Chocolate # # 13
740 Vanilla-bean-yogurt # # #
741 Quaker-Original cardcarton # -3
742 Instant-Oatmeal-Regular- # # #
743 Original-syrup # # #
744 Crunch-Berries box # #
745 Peanut-Butter-Crunch Box # 18
746 Cap'n-Crunch box # 21
747 life-Original box # #
748 Natural-Granola # # #
749 gluten-free-rice-cakes # # #
750 Oatmeat-dinosaur carton # #
751 Tuna-in-sunflower-oil # # #
752 tuna-chunks-in-brine # # #
753 Keebler-Toasteds-Harvest-Wheat Cardboard,Box # #
754 Vanilla-Wafers Cardboard,Box # 3
755 Town-House-Flatbread-Sea-Salt-&-Olive-Oil- # # #
756 Oven-baked-Flatbread-Crisps--crackers---Italian-Herb # # #
757 Pita-Oven-Baked-Crackers Box E322-Lécithines 11
758 Pita-Mediterranean-Herb Box E330-Acidecitrique,E322-Lécithines 10
759 QT-Bruschetta-Mix # # 18
760 100%-Fresh-Squeezed-Orange-Juice Jug # #
761 Simply-M&S--oatcakes # # #
762 Pure-maple-syrup # # #
763 Brooklyn-Lager Can # #
764 Scottish-Lochmuir-Salmon-fillet-Joint tray-plastic,film-plastic # -1
765 Very-Berry-Clusters-Cereal Carton,plastique,boîte # 6
766 Bonbons-de-tamarin-227g&quot;GOLDENCHEF&quot; # # #
767 Rice-flakes-sheet # # #
768 Natural-dark-chocolate-with-raspberries 10%PCW # 17
769 Bowl-Noodle-Soup # # #
770 Shin-Ramyun Plastic,Wrapper # 17
771 Quick-2-min-Chicken-Flavor-Noodle-Soup Metallized,Plastic,Bag # 22
